-0.36,-0.54,-1.5707963267948966
-0.36,-1.1400000000000001,-1.5707963267948966
-0.36,-1.74,-1.5707963267948966
-0.36,-2.34,-1.5707963267948966
-0.36,-2.94,-1.5707963267948966
-0.36,-3.54,-1.5707963267948966
-0.36,-4.14,-1.5707963267948966
-0.36,-4.74,-1.5707963267948966
-0.36,-5.34,-1.5707963267948966
-0.36,-5.34,-0.7853981633974483
0.24,-5.34,0.0
0.84,-5.34,0.0
1.44,-5.34,0.0
2.04,-5.34,0.0
2.64,-5.34,0.0
3.24,-5.34,0.0
3.84,-5.34,0.0
4.44,-5.34,0.0
5.04,-5.34,0.0
5.64,-5.34,0.0
6.24,-5.34,0.0
6.84,-5.34,0.0
6.84,-5.34,0.7853981633974483
6.84,-4.74,1.5707963267948966
6.84,-4.14,1.5707963267948966
6.84,-3.54,1.5707963267948966
6.84,-2.94,1.5707963267948966
6.84,-2.34,1.5707963267948966
6.84,-1.74,1.5707963267948966
6.84,-1.1400000000000001,1.5707963267948966
6.84,-0.54,1.5707963267948966
6.84,0.06,1.5707963267948966
6.84,0.66,1.5707963267948966
6.84,1.26,1.5707963267948966
6.84,1.86,1.5707963267948966
6.84,2.46,1.5707963267948966
6.84,3.06,1.5707963267948966
6.84,3.66,1.5707963267948966
6.84,4.26,1.5707963267948966
6.84,4.86,1.5707963267948966
6.84,4.86,2.356194490192345
6.24,4.86,3.141592653589793
5.64,4.86,3.141592653589793
5.04,4.86,3.141592653589793
4.44,4.86,3.141592653589793
3.84,4.86,3.141592653589793
3.24,4.86,3.141592653589793
2.64,4.86,3.141592653589793
2.04,4.86,3.141592653589793
1.44,4.86,3.141592653589793
0.84,4.86,3.141592653589793
0.24,4.86,3.141592653589793
-0.36,4.86,3.141592653589793
-0.96,4.86,3.141592653589793
-1.56,4.86,3.141592653589793
-2.16,4.86,3.141592653589793
-2.7600000000000002,4.86,3.141592653589793
-3.36,4.86,3.141592653589793
-3.96,4.86,3.141592653589793
-4.5600000000000005,4.86,3.141592653589793
-5.16,4.86,3.141592653589793
-5.16,4.86,-2.356194490192345
-5.16,4.26,-1.5707963267948966
-5.16,3.66,-1.5707963267948966
-5.16,3.06,-1.5707963267948966
-5.16,2.46,-1.5707963267948966
-5.16,1.86,-1.5707963267948966
-5.16,1.26,-1.5707963267948966
-5.16,0.66,-1.5707963267948966
-5.16,0.06,-1.5707963267948966
-5.16,-0.54,-1.5707963267948966
-5.16,-1.1400000000000001,-1.5707963267948966
-5.16,-1.74,-1.5707963267948966
-5.16,-2.34,-1.5707963267948966
-5.16,-2.94,-1.5707963267948966
-5.16,-3.54,-1.5707963267948966
-5.16,-4.14,-1.5707963267948966
-5.16,-4.74,-1.5707963267948966
-5.16,-5.34,-1.5707963267948966
